['statefp', 'state_name', 'countyfp', 'county_name'],
['46', 'South Dakota', '81', 'Lawrence County'],
['46', 'South Dakota', '83', 'Lincoln County'],
['46', 'South Dakota', '85', 'Lyman County'],
['46', 'South Dakota', '87', 'McCook County'],
['46', 'South Dakota', '89', 'McPherson County'],
['46', 'South Dakota', '91', 'Marshall County'],
['46', 'South Dakota', '93', 'Meade County'],
['46', 'South Dakota', '95', 'Mellette County'],
['46', 'South Dakota', '97', 'Miner County'],
['46', 'South Dakota', '99', 'Minnehaha County'],
['46', 'South Dakota', '101', 'Moody County'],
['46', 'South Dakota', '103', 'Pennington County'],
['46', 'South Dakota', '105', 'Perkins County'],
['46', 'South Dakota', '107', 'Potter County'],
['46', 'South Dakota', '109', 'Roberts County'],
['46', 'South Dakota', '111', 'Sanborn County'],
['46', 'South Dakota', '102', 'Shannon County'],
['46', 'South Dakota', '102', 'Oglala Lakota County'],
['46', 'South Dakota', '115', 'Spink County'],
['46', 'South Dakota', '117', 'Stanley County'],
['46', 'South Dakota', '119', 'Sully County'],
['46', 'South Dakota', '121', 'Todd County'],
['46', 'South Dakota', '123', 'Tripp County'],
['46', 'South Dakota', '125', 'Turner County'],
['46', 'South Dakota', '127', 'Union County'],
['46', 'South Dakota', '129', 'Walworth County'],
['46', 'South Dakota', '135', 'Yankton County'],
['46', 'South Dakota', '137', 'Ziebach County'],
['47', 'Tennessee', '1', 'Anderson County'],
['47', 'Tennessee', '3', 'Bedford County'],
['47', 'Tennessee', '5', 'Benton County'],
['47', 'Tennessee', '7', 'Bledsoe County'],
['47', 'Tennessee', '9', 'Blount County'],
['47', 'Tennessee', '11', 'Bradley County'],
['47', 'Tennessee', '13', 'Campbell County'],
['47', 'Tennessee', '15', 'Cannon County'],
['47', 'Tennessee', '17', 'Carroll County'],
['47', 'Tennessee', '19', 'Carter County'],
['47', 'Tennessee', '21', 'Cheatham County'],
['47', 'Tennessee', '23', 'Chester County'],
['47', 'Tennessee', '25', 'Claiborne County'],
['47', 'Tennessee', '27', 'Clay County'],
['47', 'Tennessee', '29', 'Cocke County'],
['47', 'Tennessee', '31', 'Coffee County'],
['47', 'Tennessee', '33', 'Crockett County'],
['47', 'Tennessee', '35', 'Cumberland County'],
['47', 'Tennessee', '37', 'Davidson County'],
['47', 'Tennessee', '39', 'Decatur County'],
['47', 'Tennessee', '41', 'DeKalb County'],
['47', 'Tennessee', '43', 'Dickson County'],
['47', 'Tennessee', '45', 'Dyer County'],
['47', 'Tennessee', '47', 'Fayette County'],
['47', 'Tennessee', '49', 'Fentress County'],
['47', 'Tennessee', '51', 'Franklin County'],
['47', 'Tennessee', '53', 'Gibson County'],
['47', 'Tennessee', '55', 'Giles County'],
['47', 'Tennessee', '57', 'Grainger County'],
['47', 'Tennessee', '59', 'Greene County'],
['47', 'Tennessee', '61', 'Grundy County'],
['47', 'Tennessee', '63', 'Hamblen County'],
['47', 'Tennessee', '65', 'Hamilton County'],
['47', 'Tennessee', '67', 'Hancock County'],
['47', 'Tennessee', '69', 'Hardeman County'],
['47', 'Tennessee', '71', 'Hardin County'],
['47', 'Tennessee', '73', 'Hawkins County'],
['47', 'Tennessee', '75', 'Haywood County'],
['47', 'Tennessee', '77', 'Henderson County'],
['47', 'Tennessee', '79', 'Henry County'],
['47', 'Tennessee', '81', 'Hickman County'],
['47', 'Tennessee', '83', 'Houston County'],
['47', 'Tennessee', '85', 'Humphreys County'],
['47', 'Tennessee', '87', 'Jackson County'],
['47', 'Tennessee', '89', 'Jefferson County'],
['47', 'Tennessee', '91', 'Johnson County'],
['47', 'Tennessee', '93', 'Knox County'],
['47', 'Tennessee', '95', 'Lake County'],
['47', 'Tennessee', '97', 'Lauderdale County'],
['47', 'Tennessee', '99', 'Lawrence County'],
['47', 'Tennessee', '101', 'Lewis County'],
['47', 'Tennessee', '103', 'Lincoln County'],
['47', 'Tennessee', '105', 'Loudon County'],
['47', 'Tennessee', '107', 'McMinn County'],
['47', 'Tennessee', '109', 'McNairy County'],
['47', 'Tennessee', '111', 'Macon County'],
['47', 'Tennessee', '113', 'Madison County'],
['47', 'Tennessee', '115', 'Marion County'],
['47', 'Tennessee', '117', 'Marshall County'],
['47', 'Tennessee', '119', 'Maury County'],
['47', 'Tennessee', '121', 'Meigs County'],
['47', 'Tennessee', '123', 'Monroe County'],
['47', 'Tennessee', '125', 'Montgomery County'],
['47', 'Tennessee', '127', 'Moore County'],
['47', 'Tennessee', '129', 'Morgan County'],
['47', 'Tennessee', '131', 'Obion County'],
['47', 'Tennessee', '133', 'Overton County'],
['47', 'Tennessee', '135', 'Perry County'],
['47', 'Tennessee', '137', 'Pickett County'],
['47', 'Tennessee', '139', 'Polk County'],
['47', 'Tennessee', '141', 'Putnam County'],
['47', 'Tennessee', '143', 'Rhea County'],
['47', 'Tennessee', '145', 'Roane County'],
['47', 'Tennessee', '147', 'Robertson County'],
['47', 'Tennessee', '149', 'Rutherford County'],
['47', 'Tennessee', '151', 'Scott County'],
['47', 'Tennessee', '153', 'Sequatchie County'],
['47', 'Tennessee', '155', 'Sevier County'],
['47', 'Tennessee', '157', 'Shelby County'],
['47', 'Tennessee', '159', 'Smith County'],
['47', 'Tennessee', '161', 'Stewart County'],
['47', 'Tennessee', '163', 'Sullivan County'],
['47', 'Tennessee', '165', 'Sumner County'],
['47', 'Tennessee', '167', 'Tipton County'],
['47', 'Tennessee', '169', 'Trousdale County'],
['47', 'Tennessee', '171', 'Unicoi County'],
['47', 'Tennessee', '173', 'Union County'],
['47', 'Tennessee', '175', 'Van Buren County'],
['47', 'Tennessee', '177', 'Warren County'],
['47', 'Tennessee', '179', 'Washington County'],
['47', 'Tennessee', '181', 'Wayne County'],
['47', 'Tennessee', '183', 'Weakley County'],
['47', 'Tennessee', '185', 'White County'],
['47', 'Tennessee', '187', 'Williamson County'],
['47', 'Tennessee', '189', 'Wilson County'],
['48', 'Texas', '1', 'Anderson County'],
['48', 'Texas', '3', 'Andrews County'],
['48', 'Texas', '5', 'Angelina County'],
['48', 'Texas', '7', 'Aransas County'],
['48', 'Texas', '9', 'Archer County'],
['48', 'Texas', '11', 'Armstrong County'],
['48', 'Texas', '13', 'Atascosa County'],
['48', 'Texas', '15', 'Austin County'],
['48', 'Texas', '17', 'Bailey County'],
['48', 'Texas', '19', 'Bandera County'],
['48', 'Texas', '21', 'Bastrop County'],
['48', 'Texas', '23', 'Baylor County'],
['48', 'Texas', '25', 'Bee County'],
['48', 'Texas', '27', 'Bell County'],
['48', 'Texas', '29', 'Bexar County'],
['48', 'Texas', '31', 'Blanco County'],
['48', 'Texas', '33', 'Borden County'],
['48', 'Texas', '35', 'Bosque County'],
['48', 'Texas', '37', 'Bowie County'],
['48', 'Texas', '39', 'Brazoria County'],
['48', 'Texas', '41', 'Brazos County'],
['48', 'Texas', '43', 'Brewster County'],
['48', 'Texas', '45', 'Briscoe County'],
['48', 'Texas', '47', 'Brooks County'],
['48', 'Texas', '49', 'Brown County'],
['48', 'Texas', '51', 'Burleson County'],
['48', 'Texas', '53', 'Burnet County'],
['48', 'Texas', '55', 'Caldwell County'],
['48', 'Texas', '57', 'Calhoun County'],
['48', 'Texas', '59', 'Callahan County'],
['48', 'Texas', '61', 'Cameron County'],
['48', 'Texas', '63', 'Camp County'],
['48', 'Texas', '65', 'Carson County'],
['48', 'Texas', '67', 'Cass County'],
['48', 'Texas', '69', 'Castro County'],
['48', 'Texas', '71', 'Chambers County'],
['48', 'Texas', '73', 'Cherokee County'],
['48', 'Texas', '75', 'Childress County'],
['48', 'Texas', '77', 'Clay County'],
['48', 'Texas', '79', 'Cochran County'],
['48', 'Texas', '81', 'Coke County'],
['48', 'Texas', '83', 'Coleman County'],
['48', 'Texas', '85', 'Collin County'],
['48', 'Texas', '87', 'Collingsworth County'],
['48', 'Texas', '89', 'Colorado County'],
['48', 'Texas', '91', 'Comal County'],
['48', 'Texas', '93', 'Comanche County'],
['48', 'Texas', '95', 'Concho County'],
['48', 'Texas', '97', 'Cooke County'],
['48', 'Texas', '99', 'Coryell County'],
['48', 'Texas', '101', 'Cottle County'],
['48', 'Texas', '103', 'Crane County'],
['48', 'Texas', '105', 'Crockett County'],
['48', 'Texas', '107', 'Crosby County'],
['48', 'Texas', '109', 'Culberson County'],
['48', 'Texas', '111', 'Dallam County'],
['48', 'Texas', '113', 'Dallas County'],
['48', 'Texas', '115', 'Dawson County'],
['48', 'Texas', '117', 'Deaf Smith County'],
['48', 'Texas', '119', 'Delta County'],
['48', 'Texas', '121', 'Denton County'],
['48', 'Texas', '123', 'DeWitt County'],
['48', 'Texas', '125', 'Dickens County'],
['48', 'Texas', '127', 'Dimmit County'],
['48', 'Texas', '129', 'Donley County'],
['48', 'Texas', '131', 'Duval County'],
['48', 'Texas', '133', 'Eastland County'],
['48', 'Texas', '135', 'Ector County'],
['48', 'Texas', '137', 'Edwards County'],
['48', 'Texas', '139', 'Ellis County'],
['48', 'Texas', '141', 'El Paso County'],
['48', 'Texas', '143', 'Erath County'],
['48', 'Texas', '145', 'Falls County'],
['48', 'Texas', '147', 'Fannin County'],
['48', 'Texas', '149', 'Fayette County'],
['48', 'Texas', '151', 'Fisher County'],
['48', 'Texas', '153', 'Floyd County'],
['48', 'Texas', '155', 'Foard County'],
['48', 'Texas', '157', 'Fort Bend County'],
['48', 'Texas', '159', 'Franklin County'],
['48', 'Texas', '161', 'Freestone County'],
['48', 'Texas', '163', 'Frio County'],
['48', 'Texas', '165', 'Gaines County'],
['48', 'Texas', '167', 'Galveston County'],
['48', 'Texas', '169', 'Garza County'],
['48', 'Texas', '171', 'Gillespie County'],
['48', 'Texas', '173', 'Glasscock County'],
['48', 'Texas', '175', 'Goliad County'],
['48', 'Texas', '177', 'Gonzales County'],
['48', 'Texas', '179', 'Gray County'],
['48', 'Texas', '181', 'Grayson County'],
['48', 'Texas', '183', 'Gregg County'],
['48', 'Texas', '185', 'Grimes County'],
['48', 'Texas', '187', 'Guadalupe County'],
['48', 'Texas', '189', 'Hale County'],
['48', 'Texas', '191', 'Hall County'],
['48', 'Texas', '193', 'Hamilton County'],
['48', 'Texas', '195', 'Hansford County'],
['48', 'Texas', '197', 'Hardeman County'],
['48', 'Texas', '199', 'Hardin County'],
['48', 'Texas', '201', 'Harris County'],
['48', 'Texas', '203', 'Harrison County'],
['48', 'Texas', '205', 'Hartley County'],
['48', 'Texas', '207', 'Haskell County'],
['48', 'Texas', '209', 'Hays County'],
['48', 'Texas', '211', 'Hemphill County'],
['48', 'Texas', '213', 'Henderson County'],
['48', 'Texas', '215', 'Hidalgo County'],
['48', 'Texas', '217', 'Hill County'],
['48', 'Texas', '219', 'Hockley County'],
['48', 'Texas', '221', 'Hood County'],
['48', 'Texas', '223', 'Hopkins County'],
['48', 'Texas', '225', 'Houston County'],
['48', 'Texas', '227', 'Howard County'],
['48', 'Texas', '229', 'Hudspeth County'],
['48', 'Texas', '231', 'Hunt County'],
['48', 'Texas', '233', 'Hutchinson County'],
['48', 'Texas', '235', 'Irion County'],
['48', 'Texas', '237', 'Jack County'],
['48', 'Texas', '239', 'Jackson County'],
['48', 'Texas', '241', 'Jasper County'],
['48', 'Texas', '243', 'Jeff Davis County'],
['48', 'Texas', '245', 'Jefferson County'],
['48', 'Texas', '247', 'Jim Hogg County'],
['48', 'Texas', '249', 'Jim Wells County'],
['48', 'Texas', '251', 'Johnson County'],
['48', 'Texas', '253', 'Jones County'],
['48', 'Texas', '255', 'Karnes County'],
['48', 'Texas', '257', 'Kaufman County'],
['48', 'Texas', '259', 'Kendall County'],
['48', 'Texas', '261', 'Kenedy County'],
['48', 'Texas', '263', 'Kent County'],
['48', 'Texas', '265', 'Kerr County'],
['48', 'Texas', '267', 'Kimble County'],
['48', 'Texas', '269', 'King County'],
['48', 'Texas', '271', 'Kinney County'],
['48', 'Texas', '273', 'Kleberg County'],
['48', 'Texas', '275', 'Knox County'],
['48', 'Texas', '277', 'Lamar County'],
['48', 'Texas', '279', 'Lamb County'],
['48', 'Texas', '281', 'Lampasas County'],
['48', 'Texas', '283', 'La Salle County'],
['48', 'Texas', '285', 'Lavaca County'],
['48', 'Texas', '287', 'Lee County'],
['48', 'Texas', '289', 'Leon County'],
['48', 'Texas', '291', 'Liberty County'],
['48', 'Texas', '293', 'Limestone County'],
['48', 'Texas', '295', 'Lipscomb County'],
['48', 'Texas', '297', 'Live Oak County'],
['48', 'Texas', '299', 'Llano County'],
['48', 'Texas', '301', 'Loving County'],
['48', 'Texas', '303', 'Lubbock County'],
['48', 'Texas', '305', 'Lynn County'],
['48', 'Texas', '307', 'McCulloch County'],
['48', 'Texas', '309', 'McLennan County'],
['48', 'Texas', '311', 'McMullen County'],
['48', 'Texas', '313', 'Madison County'],
['48', 'Texas', '315', 'Marion County'],
['48', 'Texas', '317', 'Martin County'],
['48', 'Texas', '319', 'Mason County'],
['48', 'Texas', '321', 'Matagorda County'],
['48', 'Texas', '323', 'Maverick County'],
['48', 'Texas', '325', 'Medina County'],
['48', 'Texas', '327', 'Menard County'],
['48', 'Texas', '329', 'Midland County'],
['48', 'Texas', '331', 'Milam County'],
['48', 'Texas', '333', 'Mills County'],
['48', 'Texas', '335', 'Mitchell County'],
['48', 'Texas', '337', 'Montague County'],
['48', 'Texas', '339', 'Montgomery County'],
['48', 'Texas', '341', 'Moore County'],
['48', 'Texas', '343', 'Morris County'],
['48', 'Texas', '345', 'Motley County'],
['48', 'Texas', '347', 'Nacogdoches County'],
['48', 'Texas', '349', 'Navarro County'],
['48', 'Texas', '351', 'Newton County'],
['48', 'Texas', '353', 'Nolan County'],
['48', 'Texas', '355', 'Nueces County'],
['48', 'Texas', '357', 'Ochiltree County'],
['48', 'Texas', '359', 'Oldham County'],
['48', 'Texas', '361', 'Orange County'],
['48', 'Texas', '363', 'Palo Pinto County'],
['48', 'Texas', '365', 'Panola County'],
['48', 'Texas', '367', 'Parker County'],
['48', 'Texas', '369', 'Parmer County'],
['48', 'Texas', '371', 'Pecos County'],
['48', 'Texas', '373', 'Polk County'],
['48', 'Texas', '375', 'Potter County'],
['48', 'Texas', '377', 'Presidio County'],
['48', 'Texas', '379', 'Rains County'],
['48', 'Texas', '381', 'Randall County'],
['48', 'Texas', '383', 'Reagan County'],
['48', 'Texas', '385', 'Real County'],
['48', 'Texas', '387', 'Red River County'],
['48', 'Texas', '389', 'Reeves County'],
['48', 'Texas', '391', 'Refugio County'],
['48', 'Texas', '393', 'Roberts County'],
['48', 'Texas', '395', 'Robertson County'],
['48', 'Texas', '397', 'Rockwall County'],
['48', 'Texas', '399', 'Runnels County'],
['48', 'Texas', '401', 'Rusk County'],
['48', 'Texas', '403', 'Sabine County'],
['48', 'Texas', '405', 'San Augustine County'],
['48', 'Texas', '407', 'San Jacinto County'],
['48', 'Texas', '409', 'San Patricio County'],
['48', 'Texas', '411', 'San Saba County'],
['48', 'Texas', '413', 'Schleicher County'],
['48', 'Texas', '415', 'Scurry County'],
['48', 'Texas', '417', 'Shackelford County'],
['48', 'Texas', '419', 'Shelby County'],
['48', 'Texas', '421', 'Sherman County'],
['48', 'Texas', '423', 'Smith County'],
['48', 'Texas', '425', 'Somervell County'],
['48', 'Texas', '427', 'Starr County'],
['48', 'Texas', '429', 'Stephens County'],
['48', 'Texas', '431', 'Sterling County'],
['48', 'Texas', '433', 'Stonewall County'],
['48', 'Texas', '435', 'Sutton County'],
['48', 'Texas', '437', 'Swisher County'],
['48', 'Texas', '439', 'Tarrant County'],
['48', 'Texas', '441', 'Taylor County'],
['48', 'Texas', '443', 'Terrell County'],
['48', 'Texas', '445', 'Terry County'],
['48', 'Texas', '447', 'Throckmorton County'],
['48', 'Texas', '449', 'Titus County'],
['48', 'Texas', '451', 'Tom Green County'],
['48', 'Texas', '453', 'Travis County'],
['48', 'Texas', '455', 'Trinity County'],
['48', 'Texas', '457', 'Tyler County'],
['48', 'Texas', '459', 'Upshur County'],
['48', 'Texas', '461', 'Upton County'],
['48', 'Texas', '463', 'Uvalde County'],
['48', 'Texas', '465', 'Val Verde County'],
['48', 'Texas', '467', 'Van Zandt County'],
['48', 'Texas', '469', 'Victoria County'],
['48', 'Texas', '471', 'Walker County'],
['48', 'Texas', '473', 'Waller County'],
['48', 'Texas', '475', 'Ward County'],
['48', 'Texas', '477', 'Washington County'],
['48', 'Texas', '479', 'Webb County'],
['48', 'Texas', '481', 'Wharton County'],
['48', 'Texas', '483', 'Wheeler County'],
['48', 'Texas', '485', 'Wichita County'],
['48', 'Texas', '487', 'Wilbarger County'],
['48', 'Texas', '489', 'Willacy County'],
['48', 'Texas', '491', 'Williamson County'],
['48', 'Texas', '493', 'Wilson County'],
['48', 'Texas', '495', 'Winkler County'],
['48', 'Texas', '497', 'Wise County'],
['48', 'Texas', '499', 'Wood County'],
['48', 'Texas', '501', 'Yoakum County'],
['48', 'Texas', '503', 'Young County'],
['48', 'Texas', '505', 'Zapata County'],
['48', 'Texas', '507', 'Zavala County'],
['49', 'Utah', '1', 'Beaver County'],
['49', 'Utah', '3', 'Box Elder County'],
['49', 'Utah', '5', 'Cache County'],
['49', 'Utah', '7', 'Carbon County'],
['49', 'Utah', '9', 'Daggett County'],
['49', 'Utah', '11', 'Davis County'],
['49', 'Utah', '13', 'Duchesne County'],
['49', 'Utah', '15', 'Emery County'],
['49', 'Utah', '17', 'Garfield County'],
['49', 'Utah', '19', 'Grand County'],
['49', 'Utah', '21', 'Iron County'],
['49', 'Utah', '23', 'Juab County'],
['49', 'Utah', '25', 'Kane County'],
['49', 'Utah', '27', 'Millard County'],
['49', 'Utah', '29', 'Morgan County'],
['49', 'Utah', '31', 'Piute County'],
['49', 'Utah', '33', 'Rich County'],
['49', 'Utah', '35', 'Salt Lake County'],
['49', 'Utah', '37', 'San Juan County'],
['49', 'Utah', '39', 'Sanpete County'],
['49', 'Utah', '41', 'Sevier County'],
['49', 'Utah', '43', 'Summit County'],
['49', 'Utah', '45', 'Tooele County'],
['49', 'Utah', '47', 'Uintah County'],
['49', 'Utah', '49', 'Utah County'],
['49', 'Utah', '51', 'Wasatch County'],
['49', 'Utah', '53', 'Washington County'],
['49', 'Utah', '55', 'Wayne County'],
['49', 'Utah', '57', 'Weber County'],
['50', 'Vermont', '1', 'Addison County'],
['50', 'Vermont', '3', 'Bennington County'],
['50', 'Vermont', '5', 'Caledonia County'],
['50', 'Vermont', '7', 'Chittenden County'],
['50', 'Vermont', '9', 'Essex County'],
['50', 'Vermont', '11', 'Franklin County'],
['50', 'Vermont', '13', 'Grand Isle County'],
['50', 'Vermont', '15', 'Lamoille County'],
['50', 'Vermont', '17', 'Orange County'],
['50', 'Vermont', '19', 'Orleans County'],
['50', 'Vermont', '21', 'Rutland County'],
['50', 'Vermont', '23', 'Washington County'],
['50', 'Vermont', '25', 'Windham County'],
['50', 'Vermont', '27', 'Windsor County'],
['51', 'Virginia', '1', 'Accomack County'],
['51', 'Virginia', '3', 'Albemarle County'],
['51', 'Virginia', '5', 'Alleghany County'],
['51', 'Virginia', '7', 'Amelia County'],
['51', 'Virginia', '9', 'Amherst County'],
['51', 'Virginia', '11', 'Appomattox County'],
['51', 'Virginia', '13', 'Arlington County'],
['51', 'Virginia', '15', 'Augusta County'],
['51', 'Virginia', '17', 'Bath County'],
['51', 'Virginia', '19', 'Bedford County'],
['51', 'Virginia', '21', 'Bland County'],
['51', 'Virginia', '23', 'Botetourt County'],
['51', 'Virginia', '25', 'Brunswick County'],
['51', 'Virginia', '27', 'Buchanan County'],
['51', 'Virginia', '29', 'Buckingham County'],
['51', 'Virginia', '31', 'Campbell County'],
['51', 'Virginia', '33', 'Caroline County'],
['51', 'Virginia', '35', 'Carroll County'],
['51', 'Virginia', '36', 'Charles City County'],
['51', 'Virginia', '37', 'Charlotte County'],
['51', 'Virginia', '41', 'Chesterfield County'],
['51', 'Virginia', '43', 'Clarke County'],
['51', 'Virginia', '45', 'Craig County'],
['51', 'Virginia', '47', 'Culpeper County'],
['51', 'Virginia', '49', 'Cumberland County'],
['51', 'Virginia', '51', 'Dickenson County'],
['51', 'Virginia', '53', 'Dinwiddie County'],
['51', 'Virginia', '57', 'Essex County'],
['51', 'Virginia', '59', 'Fairfax County'],
['51', 'Virginia', '61', 'Fauquier County'],
['51', 'Virginia', '63', 'Floyd County'],
['51', 'Virginia', '65', 'Fluvanna County'],
['51', 'Virginia', '67', 'Franklin County'],
['51', 'Virginia', '69', 'Frederick County'],
['51', 'Virginia', '71', 'Giles County'],
['51', 'Virginia', '73', 'Gloucester County'],
['51', 'Virginia', '75', 'Goochland County'],
['51', 'Virginia', '77', 'Grayson County'],
['51', 'Virginia', '79', 'Greene County'],
['51', 'Virginia', '81', 'Greensville County'],
['51', 'Virginia', '83', 'Halifax County'],
['51', 'Virginia', '85', 'Hanover County'],
['51', 'Virginia', '87', 'Henrico County'],
['51', 'Virginia', '89', 'Henry County'],
['51', 'Virginia', '91', 'Highland County'],
['51', 'Virginia', '93', 'Isle of Wight County'],
['51', 'Virginia', '95', 'James City County'],
['51', 'Virginia', '97', 'King and Queen County'],
['51', 'Virginia', '99', 'King George County'],
['51', 'Virginia', '101', 'King William County'],
['51', 'Virginia', '103', 'Lancaster County'],
['51', 'Virginia', '105', 'Lee County'],
['51', 'Virginia', '107', 'Loudoun County'],
['51', 'Virginia', '109', 'Louisa County'],
['51', 'Virginia', '111', 'Lunenburg County'],
['51', 'Virginia', '113', 'Madison County'],
['51', 'Virginia', '115', 'Mathews County'],
['51', 'Virginia', '117', 'Mecklenburg County'],
['51', 'Virginia', '119', 'Middlesex County'],
['51', 'Virginia', '121', 'Montgomery County'],
['51', 'Virginia', '125', 'Nelson County'],
['51', 'Virginia', '127', 'New Kent County'],
['51', 'Virginia', '131', 'Northampton County'],
['51', 'Virginia', '133', 'Northumberland County'],
['51', 'Virginia', '135', 'Nottoway County'],
['51', 'Virginia', '137', 'Orange County'],
['51', 'Virginia', '139', 'Page County'],
['51', 'Virginia', '141', 'Patrick County'],
['51', 'Virginia', '143', 'Pittsylvania County'],
['51', 'Virginia', '145', 'Powhatan County'],
['51', 'Virginia', '147', 'Prince Edward County'],
['51', 'Virginia', '149', 'Prince George County'],
['51', 'Virginia', '153', 'Prince William County'],
['51', 'Virginia', '155', 'Pulaski County'],
['51', 'Virginia', '157', 'Rappahannock County'],
['51', 'Virginia', '159', 'Richmond County'],
['51', 'Virginia', '161', 'Roanoke County'],
['51', 'Virginia', '163', 'Rockbridge County'],
['51', 'Virginia', '165', 'Rockingham County'],
['51', 'Virginia', '167', 'Russell County'],
['51', 'Virginia', '169', 'Scott County'],
['51', 'Virginia', '171', 'Shenandoah County'],
['51', 'Virginia', '173', 'Smyth County'],
['51', 'Virginia', '175', 'Southampton County'],
['51', 'Virginia', '177', 'Spotsylvania County'],
['51', 'Virginia', '179', 'Stafford County'],
['51', 'Virginia', '181', 'Surry County'],
['51', 'Virginia', '183', 'Sussex County'],
['51', 'Virginia', '185', 'Tazewell County'],
['51', 'Virginia', '187', 'Warren County'],
['51', 'Virginia', '191', 'Washington County'],
['51', 'Virginia', '193', 'Westmoreland County'],
['51', 'Virginia', '195', 'Wise County'],
['51', 'Virginia', '197', 'Wythe County'],
['51', 'Virginia', '199', 'York County'],
['51', 'Virginia', '510', 'Alexandria city'],
['51', 'Virginia', '515', 'Bedford city'],
['51', 'Virginia', '520', 'Bristol city'],
['51', 'Virginia', '530', 'Buena Vista city'],
['51', 'Virginia', '540', 'Charlottesville city'],
['51', 'Virginia', '550', 'Chesapeake city'],
['51', 'Virginia', '570', 'Colonial Heights city'],
['51', 'Virginia', '580', 'Covington city'],
['51', 'Virginia', '590', 'Danville city'],
['51', 'Virginia', '595', 'Emporia city'],
['51', 'Virginia', '600', 'Fairfax city'],
['51', 'Virginia', '610', 'Falls Church city'],
['51', 'Virginia', '620', 'Franklin city'],
['51', 'Virginia', '630', 'Fredericksburg city'],
['51', 'Virginia', '640', 'Galax city'],
['51', 'Virginia', '650', 'Hampton city'],
['51', 'Virginia', '660', 'Harrisonburg city'],
['51', 'Virginia', '670', 'Hopewell city'],
['51', 'Virginia', '678', 'Lexington city'],
['51', 'Virginia', '680', 'Lynchburg city'],
['51', 'Virginia', '683', 'Manassas city'],
['51', 'Virginia', '685', 'Manassas Park city'],
['51', 'Virginia', '690', 'Martinsville city'],
['51', 'Virginia', '700', 'Newport News city'],
['51', 'Virginia', '710', 'Norfolk city'],
['51', 'Virginia', '720', 'Norton city'],
['51', 'Virginia', '730', 'Petersburg city'],
['51', 'Virginia', '735', 'Poquoson city'],
['51', 'Virginia', '740', 'Portsmouth city'],
['51', 'Virginia', '750', 'Radford city'],
['51', 'Virginia', '760', 'Richmond city'],
['51', 'Virginia', '770', 'Roanoke city'],
['51', 'Virginia', '775', 'Salem city'],
['51', 'Virginia', '790', 'Staunton city'],
['51', 'Virginia', '800', 'Suffolk city'],
['51', 'Virginia', '810', 'Virginia Beach city'],
['51', 'Virginia', '820', 'Waynesboro city'],
['51', 'Virginia', '830', 'Williamsburg city'],
['51', 'Virginia', '840', 'Winchester city'],
['53', 'Washington', '1', 'Adams County'],
['53', 'Washington', '3', 'Asotin County'],
['53', 'Washington', '5', 'Benton County'],
['53', 'Washington', '7', 'Chelan County'],
['53', 'Washington', '9', 'Clallam County'],
['53', 'Washington', '11', 'Clark County'],
['53', 'Washington', '13', 'Columbia County'],
['53', 'Washington', '15', 'Cowlitz County'],
['53', 'Washington', '17', 'Douglas County'],
['53', 'Washington', '19', 'Ferry County'],
['53', 'Washington', '21', 'Franklin County'],
['53', 'Washington', '23', 'Garfield County'],
['53', 'Washington', '25', 'Grant County'],
['53', 'Washington', '27', 'Grays Harbor County'],
['53', 'Washington', '29', 'Island County'],
['53', 'Washington', '31', 'Jefferson County'],
['53', 'Washington', '33', 'King County'],
['53', 'Washington', '35', 'Kitsap County'],
['53', 'Washington', '37', 'Kittitas County'],
['53', 'Washington', '39', 'Klickitat County'],
['53', 'Washington', '41', 'Lewis County'],
['53', 'Washington', '43', 'Lincoln County'],
['53', 'Washington', '45', 'Mason County'],
['53', 'Washington', '47', 'Okanogan County'],
['53', 'Washington', '49', 'Pacific County'],
['53', 'Washington', '51', 'Pend Oreille County'],
['53', 'Washington', '53', 'Pierce County'],
['53', 'Washington', '55', 'San Juan County'],
['53', 'Washington', '57', 'Skagit County'],
['53', 'Washington', '59', 'Skamania County'],
['53', 'Washington', '61', 'Snohomish County'],
['53', 'Washington', '63', 'Spokane County'],
['53', 'Washington', '65', 'Stevens County'],
['53', 'Washington', '67', 'Thurston County'],
['53', 'Washington', '69', 'Wahkiakum County'],
['53', 'Washington', '71', 'Walla Walla County'],
['53', 'Washington', '73', 'Whatcom County'],
['53', 'Washington', '75', 'Whitman County'],
['53', 'Washington', '77', 'Yakima County'],
['54', 'West Virginia', '1', 'Barbour County'],
['54', 'West Virginia', '3', 'Berkeley County'],
['54', 'West Virginia', '5', 'Boone County'],
['54', 'West Virginia', '7', 'Braxton County'],
['54', 'West Virginia', '9', 'Brooke County'],
['54', 'West Virginia', '11', 'Cabell County'],
['54', 'West Virginia', '13', 'Calhoun County'],
['54', 'West Virginia', '15', 'Clay County'],
['54', 'West Virginia', '17', 'Doddridge County'],
['54', 'West Virginia', '19', 'Fayette County'],
['54', 'West Virginia', '21', 'Gilmer County'],
['54', 'West Virginia', '23', 'Grant County'],
['54', 'West Virginia', '25', 'Greenbrier County'],
['54', 'West Virginia', '27', 'Hampshire County'],
['54', 'West Virginia', '29', 'Hancock County'],
['54', 'West Virginia', '31', 'Hardy County'],
['54', 'West Virginia', '33', 'Harrison County'],
['54', 'West Virginia', '35', 'Jackson County'],
['54', 'West Virginia', '37', 'Jefferson County'],
